Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"SOXX, Long, 2026-03-23 (Price: 336.59)",No Exit Yet,"0.0%, 0 days","85.71%, Past 5 years, 14","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 336.59), 0.0% below",0 days,340.115,No Information,No Information,No Information,"38.2% (Price: 327.4188), 2.8% above, Upmove Bounce Back","2025-11-21 (Price: 260.44), 2026-02-25 (Price: 368.82)",No Information,14.15%/2.41%/10.74%,"10.44%, 40.81%",1.4 year/13 days/4.2 months,2028-03-20/2026-04-10/2026-09-21,24.17%,12.97%,11.2%,1.2,0.63,363.9548/372.7398/401.62/No Horizontal Resistance/395.2114/458.3574/No EMA 200 Target,323.51/110.475/320.8469/267.2317/304.2566/264.5798/287.79,92.03%/276/5.5 months (Across ALL Assets),46.3%/54/5.3 months (Across ALL Assets)
DELTADRIFT,"PG, Long, 2026-03-23 (Price: 143.99)",No Exit Yet,"0.0%, 0 days","85.71%, Past 4 years, 14","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 143.99), 0.0% below",0 days,146.15,No Information,No Information,No Information,No Information,No Information,No Information,3.6%/1.33%/2.39%,"8.75%, 11.0%",1.8 month/1 day/13 days,2026-06-09/2026-03-24/2026-04-10,6.11%,2.91%,3.2%,0.22,0.08,153.6949/147.4314/150.56/179.4533/202.162/210.6287/152.75,138.04/130.72/124.1296/103.7096/No stop loss/No stop loss/No EMA 200 Stop Loss,73.05%/141/15 days (Across ALL Assets),72.12%/520/15 days (Across ALL Assets)
TRENDPULSE,"RELIANCE.NS, Long, 2026-03-23 (Price: 1407.8)",No Exit Yet,"0.0%, 0 days","88.46%, Past 4 years, 26","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 1407.8), 0.0% below",0 days,1400.0,No Information,No Information,No Information,No Information,No Information,1.66% above/0.0% below/0.0% below,5.65%/0.45%/3.23%,"13.97%, 27.42%",5.7 months/7 days/1.1 month,2026-11-25/2026-04-02/2026-05-09,4.59%,9.45%,-4.86%,0.45,0.5,1447.7815/1453.2719/1530.2/1610.3/1617.1679/1804.6011/1448.89,1345.0/1024.7604/1324.16/1138.1652/No stop loss/1360.975/No EMA 200 Stop Loss,91.99%/287/1.3 month (Across ALL Assets),79.73%/513/1.4 month (Across ALL Assets)
SIGMASHELL,"HDFCBANK.NS, Long, 2026-03-23 (Price: 744.15)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 6","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 744.15), 0.0% below",0 days,763.15,"-3.21, 100.0%",No Information,No Information,No Information,No Information,No Information,9.79%/0.8%/5.39%,"0%, 22.66%",5.4 months/1.8 month/3.7 months,2026-11-12/2026-06-09/2026-08-30,11.48%,13.06%,-1.58%,1.43,0.69,774.6601/784.2597/1299.7536/1009.6/1299.7536/1565.406/964.09,No Recent Minima/640.9/626.4465/404.7881/No stop loss/No stop loss/No EMA 200 Stop Loss,60.98%/41/4.6 months (Across ALL Assets),63.03%/238/3.7 months (Across ALL Assets)
FRACTAL TRACK,"NU, Long, 2026-03-23 (Price: 14.68)",No Exit Yet,"0.0%, 0 days","100.0%, Past 4 years, 12","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 14.68), 0.0% below",0 days,14.315,No Information,No Information,No Information,"38.2% (Price: 13.3386), 10.06% above, Upmove Bounce Back","2023-03-27 (Price: 4.212), 2026-01-29 (Price: 18.98)",No Information,14.19%/10.08%/11.27%,"0%, 32.54%",9.7 months/3 days/2 months,2027-05-18/2026-03-27/2026-06-17,42.11%,9.45%,32.66%,9.27,0.53,15.9395/16.3344/23.54/16.285/19.3185/24.577/15.2,13.89/5.54/No F-Stack Support/No F-Stack Support/13.995/12.8185/No EMA 200 Stop Loss,92.03%/276/5.5 months (Across ALL Assets),46.3%/54/5.3 months (Across ALL Assets)
DELTADRIFT,"XLV, Long, 2026-03-23 (Price: 144.77)",No Exit Yet,"0.0%, 0 days","80.0%, Past 4 years, 15","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 144.77), 0.0% below",0 days,146.56,No Information,No Information,No Information,No Information,No Information,No Information,4.39%/0.91%/2.27%,"4.68%, 8.33%",1.2 month/1 day/12 days,2026-05-14/2026-03-24/2026-04-09,6.73%,4.45%,2.28%,0.3,0.21,152.4428/148.0563/150.25/159.7267/224.2592/345.2017/145.34,143.98/121.1/103.3166/74.766/139.994/127.3369/No EMA 200 Stop Loss,73.05%/141/15 days (Across ALL Assets),72.12%/520/15 days (Across ALL Assets)
DELTADRIFT,"PPH, Long, 2026-03-23 (Price: 100.93)",No Exit Yet,"0.0%, 0 days","81.25%, Past 4 years, 16","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 100.93), 0.0% below",0 days,101.15,No Information,No Information,No Information,No Information,No Information,No Information,3.67%/1.34%/1.96%,"7.38%, 7.38%",1.5 month/2 days/9 days,2026-05-27/2026-03-25/2026-04-05,5.97%,6.19%,-0.22%,0.2,0.39,106.0875/102.9082/104.5/No Horizontal Resistance/120.2747/126.127/No EMA 200 Target,100.73/71.642/100.0174/96.0365/97.0096/87.4655/96.14,73.05%/141/15 days (Across ALL Assets),72.12%/520/15 days (Across ALL Assets)
DELTADRIFT,"INDA, Long, 2026-03-23 (Price: 47.63)",No Exit Yet,"0.0%, 0 days","78.57%, Past 4 years, 14","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 47.63), 0.0% below",0 days,47.52,No Information,No Information,No Information,No Information,No Information,No Information,3.64%/1.48%/2.43%,"5.35%, 6.14%",28 days/2 days/9 days,2026-05-02/2026-03-25/2026-04-05,5.73%,3.54%,2.19%,0.28,0.12,49.9877/48.7874/49.39/55.3975/60.4014/73.8934/53.24,46.59/39.0425/41.6131/No stop loss/No stop loss/No stop loss/No EMA 200 Stop Loss,73.05%/141/15 days (Across ALL Assets),72.12%/520/15 days (Across ALL Assets)
DELTADRIFT,"DIA, Long, 2026-03-23 (Price: 461.97)",No Exit Yet,"0.0%, 0 days","86.67%, Past 4 years, 15","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 461.97), 0.0% below",0 days,463.3,No Information,No Information,No Information,No Information,No Information,No Information,3.05%/1.16%/2.13%,"6.08%, 6.08%",1.1 month/1 day/10 days,2026-05-09/2026-03-24/2026-04-06,8.1%,6.92%,1.18%,0.39,0.46,493.7535/471.81/482.78/No Horizontal Resistance/538.1343/826.9871/466.03,455.89/321.6725/359.6128/249.2814/No stop loss/452.2096/No EMA 200 Stop Loss,73.05%/141/15 days (Across ALL Assets),72.12%/520/15 days (Across ALL Assets)
DELTADRIFT,"META, Long, 2026-03-23 (Price: 604.06)",No Exit Yet,"0.0%, 0 days","72.73%, Past 4 years, 11","Daily, is CONFIRMED on 2026-03-23",Already confirmed,"2026-03-23 (Price: 604.06), 0.0% below",0 days,605.787,No Information,No Information,No Information,No Information,No Information,No Information,14.76%/3.27%/7.84%,"19.19%, 19.41%",29 days/1 day/11 days,2026-05-04/2026-03-24/2026-04-07,4.74%,13.76%,-9.02%,0.09,0.64,647.1899/651.4183/649.3/742.455/915.851/1095.6891/690.19,593.66/276.89/491.5059/449.4805/No stop loss/No stop loss/No EMA 200 Stop Loss,73.05%/141/15 days (Across ALL Assets),72.12%/520/15 days (Across ALL Assets)
