Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"FSF.NZ, Long, 2026-03-19 (Price: 8.245)",No Exit Yet,"0.0%, 0 days","100.0%, Past 5 years, 11","Daily, is CONFIRMED on 2026-03-19",Already confirmed,"2026-03-19 (Price: 8.245), 0.0% below",0 days,8.24,No Information,No Information,No Information,"23.66% (Price: 8.2474), 0.03% below, Upmove Bounce Back","2025-11-24 (Price: 7.51), 2026-03-06 (Price: 8.476)",No Information,12.99%/0.21%/9.27%,"-0.0%, 31.25%",2.9 years/6 days/6.4 months,2030-05-09/2026-03-27/2026-12-22,19.15%,8.37%,10.78%,1.51,0.45,9.1445/9.0093/8.82/No Horizontal Resistance/10.9011/15.2218/No EMA 200 Target,8.12/2.942/8.2307/6.5804/7.1662/6.3612/7.61,92.11%/279/5.4 months (Across ALL Assets),44.44%/54/5.2 months (Across ALL Assets)
SIGMASHELL,"HDB, Long, 2026-03-19 (Price: 26.14)",No Exit Yet,"0.0%, 0 days","90.0%, Past 5 years, 10","Daily, is CONFIRMED on 2026-03-19",Already confirmed,"2026-03-19 (Price: 26.14), 0.0% below",0 days,25.895,"-3.05, 100.0%",No Information,No Information,No Information,No Information,No Information,14.28%/3.41%/7.62%,"4.9%, 29.32%",5.2 months/1.1 month/2.7 months,2026-10-30/2026-05-05/2026-07-14,15.6%,11.87%,3.73%,0.95,0.57,26.736/28.1319/45.6752/39.3812/45.6752/50.9526/35.38,No Recent Minima/25.6925/20.8126/19.1693/No stop loss/No stop loss/No EMA 200 Stop Loss,67.57%/37/4 months (Across ALL Assets),64.29%/238/3.7 months (Across ALL Assets)
DELTADRIFT,"INFY, Long, 2026-03-19 (Price: 13.05)",No Exit Yet,"0.0%, 0 days","78.57%, Past 4 years, 14","Daily, is CONFIRMED on 2026-03-19",Already confirmed,"2026-03-19 (Price: 13.05), 0.0% below",0 days,12.69,No Information,No Information,No Information,No Information,No Information,No Information,6.12%/2.34%/3.66%,"11.63%, 13.01%",24 days/2 days/10 days,2026-04-22/2026-03-21/2026-04-02,7.26%,0.48%,6.78%,0.2,-0.0,13.2875/13.5276/13.41/23.796/27.9013/31.7571/17.04,12.92/No Horizontal Support/12.2765/10.3726/No stop loss/No stop loss/No EMA 200 Stop Loss,76.09%/138/15 days (Across ALL Assets),73.69%/517/15 days (Across ALL Assets)
TRENDPULSE,"RINF, Long, 2026-03-18 (Price: 32.3103)",No Exit Yet,"-0.5%, 1 day","73.33%, Past 4 years, 15","Daily, is CONFIRMED on 2026-03-18",Already confirmed,"2026-03-19 (Price: 32.15), 0.5% below",1 day,32.31,No Information,No Information,No Information,No Information,No Information,0.06% below/0.5% below/0.5% below,3.92%/0.3%/1.33%,"6.5%, 14.15%",17 days/6 days/10 days,2026-04-11/2026-03-26/2026-04-01,4.94%,2.3%,2.64%,-0.17,-0.01,33.1665/32.74/33.13/35.1525/41.8158/48.2716/32.51,31.79/28.7133/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.07%/290/1.3 month (Across ALL Assets),80.08%/517/1.4 month (Across ALL Assets)
FRACTAL TRACK,"NIFTY_MIDCAP_100.NS, Long, 2026-03-18 (Price: 56289.8516)",No Exit Yet,"-3.19%, 1 day","92.86%, Past 5 years, 14","Daily, was CONFIRMED on 2026-03-18",Already confirmed,"2026-03-19 (Price: 54492.3008), 3.19% below",1 day,55289.1016,No Information,No Information,No Information,"23.66% (Price: 53895.1604), 1.11% above, Upmove Bounce Back","2023-03-28 (Price: 29200.1992), 2026-01-07 (Price: 61548.8516)",No Information,11.12%/5.89%/9.55%,"0.28%, 21.42%",1.6 year/1 month/6.4 months,2028-06-29/2026-04-30/2026-12-21,20.49%,16.66%,3.83%,1.2,1.27,60826.8136/61665.5324/75699.04/60128.6094/69983.5191/76335.2565/58798.77,54614.95/26608.2998/51648.171/44465.2214/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,92.11%/279/5.4 months (Across ALL Assets),44.44%/54/5.2 months (Across ALL Assets)
FRACTAL TRACK,"CEN.NZ, Long, 2026-03-18 (Price: 9.35)",No Exit Yet,"-1.18%, 1 day","90.91%, Past 5 years, 11","Daily, was CONFIRMED on 2026-03-18",Already confirmed,"2026-03-19 (Price: 9.24), 1.18% below",1 day,9.22,No Information,No Information,No Information,"88.6% (Price: 9.2275), 0.14% above, Upmove Bounce Back","2025-12-17 (Price: 9.15), 2026-02-12 (Price: 9.83)",No Information,12.03%/1.09%/6.9%,"3.1%, 17.16%",2.9 years/1.3 month/11 months,2030-05-08/2026-05-13/2027-07-08,8.13%,2.77%,5.36%,0.86,0.1,9.4201/9.9951/9.76/9.85/11.2606/15.4512/No EMA 200 Target,9.16/6.86/8.6706/No stop loss/No F-Track Level/No F-Track Level/9.25,92.11%/279/5.4 months (Across ALL Assets),44.44%/54/5.2 months (Across ALL Assets)
FRACTAL TRACK,"CNU.NZ, Long, 2026-03-18 (Price: 9.43)",No Exit Yet,"-0.11%, 1 day","73.33%, Past 5 years, 15","Daily, was CONFIRMED on 2026-03-18",Already confirmed,"2026-03-19 (Price: 9.42), 0.11% below",1 day,9.19,No Information,No Information,No Information,"78.6% (Price: 9.079), 3.76% above, Upmove Bounce Back","2025-10-14 (Price: 8.88), 2026-02-23 (Price: 9.81)",No Information,11.98%/1.84%/7.67%,"1.13%, 19.63%",1.6 year/1 month/11.2 months,2028-06-29/2026-04-30/2027-07-17,10.79%,2.16%,8.63%,0.95,0.05,9.4913/10.1533/9.99/9.875/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,9.11/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/9.2,92.11%/279/5.4 months (Across ALL Assets),44.44%/54/5.2 months (Across ALL Assets)
TRENDPULSE,"MCY.NZ, Long, 2026-03-18 (Price: 6.46)",No Exit Yet,"0.15%, 1 day","91.89%, Past 4 years, 37","Daily, is CONFIRMED on 2026-03-18",Already confirmed,"2026-03-19 (Price: 6.47), 0.15% above",1 day,6.4,No Information,No Information,No Information,No Information,No Information,0.15% above/0.15% above/0.15% above,6.24%/1.3%/4.25%,"14.39%, 20.6%",5.6 months/8 days/1.5 month,2026-11-16/2026-03-29/2026-05-22,15.72%,2.24%,13.48%,0.7,0.11,6.6364/6.7345/6.76/7.2/7.7971/8.9053/No EMA 200 Target,6.2/5.13/5.8309/4.54/No F-Track Level/No F-Track Level/6.39,92.07%/290/1.3 month (Across ALL Assets),80.08%/517/1.4 month (Across ALL Assets)
FRACTAL TRACK,"AAPL, Long, 2026-03-17 (Price: 254.23)",No Exit Yet,"-2.07%, 2 days","100.0%, Past 5 years, 13","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-03-19 (Price: 248.96), 2.07% below",2 days,253.0785,No Information,No Information,No Information,"78.6% (Price: 251.4429), 0.99% below, Upmove Bounce Back","2026-01-20 (Price: 243.42), 2026-02-06 (Price: 280.91)",No Information,11.89%/10.08%/10.61%,"0%, 30.22%",1.2 year/7 days/4.5 months,2027-12-02/2026-03-27/2026-09-28,27.85%,12.15%,15.7%,18.72,0.65,267.1449/281.2038/276.72/284.765/289.238/325.3828/No EMA 200 Target,250.12/136.32/202.8031/187.5583/No F-Track Level/No F-Track Level/246.6,92.11%/279/5.4 months (Across ALL Assets),44.44%/54/5.2 months (Across ALL Assets)
DELTADRIFT,"^NZ50, Long, 2026-03-17 (Price: 13171.9697)",No Exit Yet,"0.37%, 2 days","80.0%, Past 4 years, 15","Daily, was CONFIRMED on 2026-03-17",Already confirmed,"2026-03-19 (Price: 13221.1104), 0.37% above",2 days,13164.5801,No Information,No Information,No Information,No Information,No Information,No Information,2.31%/1.02%/1.46%,"4.04%, 4.41%",1.7 month/1 day/11 days,2026-05-29/2026-03-18/2026-04-01,5.2%,0.33%,4.87%,0.25,-0.31,13506.5377/13364.2805/13435.41/13448.908/14773.8816/17170.3822/13183.29,13163.22/10608.2731/12904.4271/10062.5272/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,76.09%/138/15 days (Across ALL Assets),73.69%/517/15 days (Across ALL Assets)
