Symbol,Interval,Latest Horizontal,Current Price,Difference (%),Type
^TNX,Daily,4.1085,4.157,1.18,Support
EURUSD=X,Daily,1.1686,1.15,1.59,Resistance
EURUSD=X,Weekly,1.1452,1.15,0.42,Support
HDB,Daily,35.675,35.83,0.43,Support
BRK-B,Daily,488.245,488.77,0.11,Support
HDFCBANK.NS,Daily,1004.15,992.65,1.15,Resistance
FXI,Daily,39.255,39.77,1.31,Support
IEI,Daily,118.72,119.13,0.35,Support
IEI,Weekly,119.345,119.13,0.18,Resistance
GBPUSD=X,Weekly,1.3359,1.3052,2.29,Resistance
CAD=X,Daily,1.3828,1.4102,1.98,Support
CAD=X,Weekly,1.3845,1.4102,1.85,Support
JPY=X,Daily,151.585,154.061,1.63,Support
KWEB,Daily,38.78,39.35,1.47,Support
KWEB,Weekly,38.6033,39.35,1.93,Support
GBPSGD=X,Daily,1.7306,1.7017,1.67,Resistance
GBPSGD=X,Weekly,1.6651,1.7017,2.2,Support
GBPSGD=X,Monthly,1.6701,1.7017,1.89,Support
JNK,Daily,96.9656,96.65,0.33,Resistance
JNK,Weekly,96.515,96.65,0.14,Support
HYG,Daily,80.0929,80.23,0.17,Support
HYG,Weekly,78.975,80.23,1.59,Support
XLV,Weekly,142.595,145.66,2.15,Support
XLF,Daily,52.13,52.6,0.9,Support
XLY,Daily,241.84,241.06,0.32,Resistance
TCS.NS,Daily,2999.4,3016.8,0.58,Support
WIPRO.NS,Daily,239.2625,240.5,0.52,Support
PFE,Daily,24.95,24.61,1.36,Resistance
XLE,Daily,87.9725,87.42,0.63,Resistance
^NSEI,Daily,25973.3496,25763.3496,0.81,Resistance
C6L.SI,Daily,6.53,6.57,0.61,Support
C6L.SI,Weekly,6.6638,6.57,1.41,Resistance
C6L.SI,Monthly,6.5913,6.57,0.32,Resistance
NIFTY_MIDCAP_100.NS,Daily,60182.9323,60287.3984,0.17,Support
GILD,Daily,120.895,122.58,1.39,Support
INDA,Daily,55.3633,54.3,1.92,Resistance
INFY,Weekly,16.0833,16.42,2.09,Support
IWM,Weekly,244.72,244.68,0.02,Resistance
MCD,Weekly,300.87,305.67,1.6,Support
NZDCAD=X,Daily,0.7945,0.799,0.56,Support
NZDCAD=X,Weekly,0.791,0.799,1.01,Support
PYPL,Daily,66.986,68.06,1.6,Support
RHHBY,Daily,40.575,40.7,0.31,Support
RINF,Daily,32.38,32.46,0.25,Support
USO,Daily,71.282,71.03,0.35,Resistance
CEN.NZ,Daily,9.4367,9.53,0.99,Support
AIA.NZ,Weekly,8.295,8.19,1.27,Resistance
CNU.NZ,Weekly,9.3875,9.47,0.88,Support
FPH.NZ,Daily,37.54,37.0,1.44,Resistance
FBU.NZ,Daily,3.32,3.34,0.6,Support
GNE.NZ,Daily,2.495,2.52,1.0,Support
MCY.NZ,Daily,6.6808,6.59,1.36,Resistance
MCY.NZ,Weekly,6.7075,6.59,1.75,Resistance
MEL.NZ,Daily,6.0367,6.03,0.11,Resistance
SUM.NZ,Daily,11.6867,11.85,1.4,Support
BIPC.TO,Weekly,67.1133,65.56,2.31,Resistance
KXS.TO,Daily,172.025,170.63,0.81,Resistance
SJ.TO,Daily,84.3925,82.96,1.7,Resistance
BYDDY,Weekly,12.0509,12.32,2.23,Support
^NZ50,Weekly,13418.2035,13562.29,1.07,Support
NU,Daily,16.285,16.17,0.71,Resistance
