Symbol,Interval,Latest Horizontal,Current Price,Difference (%),Type
^TNX,Daily,4.1085,4.11,0.04,Support
EURUSD=X,Daily,1.1686,1.1563,1.05,Resistance
EURUSD=X,Weekly,1.1452,1.1563,0.97,Support
ETH-USD,Daily,3567.0178,3540.2915,0.75,Resistance
NZDUSD=X,Monthly,0.5498,0.5647,2.71,Support
HDB,Daily,35.675,36.07,1.11,Support
BRK-B,Daily,488.245,496.98,1.79,Support
HDFCBANK.NS,Daily,1004.15,984.5,1.96,Resistance
IEI,Daily,118.72,119.45,0.61,Support
IEI,Weekly,119.345,119.45,0.09,Support
GBPUSD=X,Daily,1.2963,1.3178,1.66,Support
GBPUSD=X,Weekly,1.3359,1.3178,1.35,Resistance
CAD=X,Daily,1.3828,1.4017,1.37,Support
CAD=X,Weekly,1.3845,1.4017,1.24,Support
JPY=X,Daily,151.585,154.098,1.66,Support
IHI,Daily,62.445,61.77,1.08,Resistance
GBPSGD=X,Daily,1.7306,1.7158,0.86,Resistance
GBPSGD=X,Weekly,1.7483,1.7158,1.86,Resistance
GBPSGD=X,Monthly,1.6701,1.7158,2.74,Support
JNK,Daily,96.9656,97.09,0.13,Support
JNK,Weekly,96.515,97.09,0.6,Support
HYG,Daily,80.0929,80.6,0.63,Support
HYG,Weekly,78.975,80.6,2.06,Support
XLV,Daily,149.295,147.28,1.35,Resistance
XLF,Daily,52.13,52.97,1.61,Support
XLY,Daily,241.84,238.96,1.19,Resistance
TCS.NS,Daily,3039.3,3025.2,0.46,Resistance
WIPRO.NS,Daily,237.845,239.84,0.84,Support
^NSEI,Daily,25973.3496,25574.3496,1.54,Resistance
C6L.SI,Daily,6.53,6.62,1.38,Support
C6L.SI,Weekly,6.6638,6.62,0.66,Resistance
C6L.SI,Monthly,6.5913,6.62,0.44,Support
NIFTY_MIDCAP_100.NS,Daily,60182.9323,60124.25,0.1,Resistance
DBC,Daily,23.074,23.15,0.33,Support
IWM,Weekly,244.72,244.03,0.28,Resistance
MCD,Daily,300.2,299.1,0.37,Resistance
MCD,Weekly,300.87,299.1,0.59,Resistance
NZDCAD=X,Daily,0.7945,0.7911,0.43,Resistance
NZDCAD=X,Weekly,0.791,0.7911,0.01,Support
PYPL,Daily,66.986,66.25,1.1,Resistance
RINF,Daily,32.38,32.4633,0.26,Support
USO,Daily,71.282,71.68,0.56,Support
CEN.NZ,Daily,9.4367,9.55,1.2,Support
AIA.NZ,Daily,7.965,8.05,1.07,Support
CNU.NZ,Weekly,9.3875,9.47,0.88,Support
FPH.NZ,Daily,37.54,38.12,1.55,Support
FBU.NZ,Daily,3.49,3.52,0.86,Support
GNE.NZ,Daily,2.4475,2.48,1.33,Support
MCY.NZ,Daily,6.646,6.55,1.44,Resistance
MCY.NZ,Weekly,6.7075,6.55,2.35,Resistance
BIPC.TO,Daily,63.1517,62.62,0.84,Resistance
MX.TO,Daily,52.9,52.01,1.68,Resistance
SJ.TO,Daily,84.3925,83.94,0.54,Resistance
TRI.TO,Daily,186.5008,190.0,1.88,Support
BYDDY,Daily,13.2442,13.08,1.24,Resistance
NVO,Daily,45.4025,45.94,1.18,Support
^NZ50,Weekly,13418.2035,13599.21,1.35,Support
USDCHF=X,Daily,0.7933,0.8048,1.45,Support
NU,Daily,16.285,16.02,1.63,Resistance
