Symbol,Interval,Latest Horizontal,Current Price,Difference (%),Type
^TNX,Daily,4.1085,4.106,0.06,Resistance
EURUSD=X,Daily,1.1628,1.1541,0.75,Resistance
EURUSD=X,Weekly,1.1452,1.1541,0.78,Support
UBER,Daily,82.12,83.36,1.51,Support
NZDUSD=X,Daily,0.5509,0.5614,1.91,Support
NZDUSD=X,Weekly,0.5496,0.5614,2.15,Support
NZDUSD=X,Monthly,0.5498,0.5614,2.11,Support
INDY,Daily,54.7167,53.73,1.8,Resistance
HDFCBANK.NS,Daily,1004.15,1008.85,0.47,Support
FXI,Daily,39.255,38.58,1.72,Resistance
FXI,Weekly,37.755,38.58,2.19,Support
IEI,Daily,119.1014,119.82,0.6,Support
IEI,Weekly,119.345,119.82,0.4,Support
GBPUSD=X,Daily,1.2963,1.3062,0.76,Support
GBPUSD=X,Weekly,1.3358,1.3062,2.22,Resistance
CAD=X,Daily,1.3828,1.4043,1.55,Support
CAD=X,Weekly,1.3845,1.4043,1.43,Support
KWEB,Weekly,36.11,36.23,0.33,Support
^DJI,Daily,45063.9941,45752.2617,1.53,Support
GBPSGD=X,Daily,1.6846,1.7056,1.25,Support
GBPSGD=X,Weekly,1.6651,1.7056,2.43,Support
GBPSGD=X,Monthly,1.6701,1.7056,2.13,Support
JNK,Daily,96.901,96.47,0.44,Resistance
JNK,Weekly,96.515,96.47,0.05,Resistance
HYG,Daily,80.075,80.1,0.03,Support
HYG,Weekly,78.975,80.1,1.42,Support
XLV,Daily,149.295,151.42,1.42,Support
XLF,Daily,52.13,51.11,1.96,Resistance
XLY,Daily,218.24,221.16,1.34,Support
TCS.NS,Daily,3129.79,3144.8,0.48,Support
RELIANCE.NS,Daily,1531.725,1549.1,1.13,Support
XLE,Daily,87.9725,88.86,1.01,Support
^NSEI,Daily,25973.3496,26192.1504,0.84,Support
C6L.SI,Daily,6.53,6.47,0.92,Resistance
C6L.SI,Monthly,6.5913,6.47,1.84,Resistance
NIFTY_MIDCAP_100.NS,Daily,60182.9323,60963.5508,1.3,Support
DBC,Daily,22.7475,22.68,0.3,Resistance
DIA,Daily,450.955,458.1,1.58,Support
ENZL,Daily,44.04,43.75,0.66,Resistance
ENZL,Weekly,43.725,43.75,0.06,Support
INDA,Daily,55.3633,54.72,1.16,Resistance
IWM,Daily,229.665,229.11,0.24,Resistance
JETS,Daily,23.6,23.68,0.34,Support
MCD,Weekly,300.87,304.16,1.09,Support
NZDCAD=X,Daily,0.7945,0.7882,0.79,Resistance
NZDCAD=X,Weekly,0.791,0.7882,0.35,Resistance
PYPL,Daily,56.966,58.105,2.0,Support
RINF,Daily,32.38,32.29,0.28,Resistance
USO,Daily,71.282,70.15,1.59,Resistance
WMT,Daily,105.01,107.11,2.0,Support
CEN.NZ,Daily,9.4367,9.39,0.49,Resistance
CNU.NZ,Daily,9.22,9.39,1.84,Support
CNU.NZ,Weekly,9.3875,9.39,0.03,Support
FPH.NZ,Daily,37.54,37.14,1.07,Resistance
FBU.NZ,Daily,3.32,3.37,1.51,Support
GNE.NZ,Daily,2.495,2.47,1.0,Resistance
IFT.NZ,Daily,11.925,11.95,0.21,Support
MFT.NZ,Daily,66.0371,67.0,1.46,Support
MEL.NZ,Daily,5.725,5.75,0.44,Support
MEL.NZ,Weekly,5.73,5.75,0.35,Support
BYD.TO,Daily,214.205,215.5,0.6,Support
BIPC.TO,Daily,63.1517,62.53,0.98,Resistance
DOL.TO,Daily,197.56,198.34,0.39,Support
KXS.TO,Daily,172.025,171.71,0.18,Resistance
MX.TO,Weekly,49.09,48.06,2.1,Resistance
TFII.TO,Daily,115.6933,113.84,1.6,Resistance
TRI.TO,Daily,186.5008,185.77,0.39,Resistance
BYDDY,Daily,11.8117,11.92,0.92,Support
BYDDY,Weekly,12.0509,11.92,1.09,Resistance
^NZ50,Daily,13075.415,13296.0498,1.69,Support
^NZ50,Weekly,13418.2035,13296.0498,0.91,Resistance
USDCHF=X,Daily,0.7933,0.8054,1.53,Support
